Tipo_MEP;Prumada;Sistema;Laje_Hospedeira;X;Y;Z;Diam_Tubo_m;Sleeve_m
IfcPipeSegment;Bloco-A-10-L2-ESG-RAM;-;Laje-SteelDeck-MF75;290.0;346.25;23.7;0.15;0.25
IfcPipeSegment;Bloco-A-10-L2-ESG-RAM;-;Laje-SteelDeck-MF75;290.0;346.25;26.5;0.15;0.25
IfcPipeSegment;Bloco-A-10-L3-ESG-RAM;-;Laje-SteelDeck-MF75;290.0;346.25;26.5;0.15;0.25
IfcPipeSegment;Bloco-A-10-L1-RAM-AQ;-;Laje-SteelDeck-MF75;290.0;346.64;20.9;0.04;0.14
IfcPipeSegment;Bloco-A-10-L1-RAM-AQ;-;Laje-SteelDeck-MF75;290.0;346.64;23.7;0.04;0.14
IfcPipeSegment;Bloco-A-10-L1-RAM-AQ;-;Laje-SteelDeck-MF75;290.0;346.64;26.5;0.04;0.14
IfcPipeSegment;Bloco-A-10-L2-RAM-AQ;-;Laje-SteelDeck-MF75;290.0;346.64;23.7;0.04;0.14
IfcPipeSegment;Bloco-A-10-L2-RAM-AQ;-;Laje-SteelDeck-MF75;290.0;346.64;26.5;0.04;0.14
IfcPipeSegment;Bloco-A-10-L3-RAM-AQ;-;Laje-SteelDeck-MF75;290.0;346.64;26.5;0.04;0.14
IfcPipeSegment;Bloco-A-10-L1-RAM-AF;-;Laje-SteelDeck-MF75;290.0;346.94;20.9;0.05;0.15
IfcPipeSegment;Bloco-A-10-L1-RAM-AF;-;Laje-SteelDeck-MF75;290.0;346.94;23.7;0.05;0.15
IfcPipeSegment;Bloco-A-10-L1-RAM-AF;-;Laje-SteelDeck-MF75;290.0;346.94;26.5;0.05;0.15
IfcPipeSegment;Bloco-A-10-L2-RAM-AF;-;Laje-SteelDeck-MF75;290.0;346.94;23.7;0.05;0.15
IfcPipeSegment;Bloco-A-10-L2-RAM-AF;-;Laje-SteelDeck-MF75;290.0;346.94;26.5;0.05;0.15
IfcPipeSegment;Bloco-A-10-L3-RAM-AF;-;Laje-SteelDeck-MF75;290.0;346.94;26.5;0.05;0.15
IfcPipeSegment;Bloco-A-12-CV;-;Laje-SteelDeck-MF75;302.17;167.94;9.05;0.1;0.2
IfcPipeSegment;Bloco-A-12-CV;-;Laje-SteelDeck-MF75;302.17;167.94;11.85;0.1;0.2
IfcPipeSegment;Bloco-A-12-CV;-;Laje-SteelDeck-MF75;302.17;167.94;14.65;0.1;0.2
IfcPipeSegment;Bloco-A-11-CV;-;Laje-SteelDeck-MF75;302.17;217.94;12.75;0.1;0.2
IfcPipeSegment;Bloco-A-11-CV;-;Laje-SteelDeck-MF75;302.17;217.94;15.55;0.1;0.2
IfcPipeSegment;Bloco-A-11-CV;-;Laje-SteelDeck-MF75;302.17;217.94;18.35;0.1;0.2
IfcPipeSegment;Bloco-A-10-CV;-;Laje-SteelDeck-MF75;302.17;347.94;20.9;0.1;0.2
IfcPipeSegment;Bloco-A-10-CV;-;Laje-SteelDeck-MF75;302.17;347.94;23.7;0.1;0.2
IfcPipeSegment;Bloco-A-10-CV;-;Laje-SteelDeck-MF75;302.17;347.94;26.5;0.1;0.2
IfcPipeSegment;Bloco-B-16-SPDA-DESC;-;Laje-SteelDeck-MF75;327.63;69.3;9.15;0.02;0.12
IfcPipeSegment;Bloco-B-16-SPDA-DESC;-;Laje-SteelDeck-MF75;327.63;69.3;11.95;0.02;0.12
IfcPipeSegment;Bloco-B-16-L1-RAM-AQ;-;Laje-SteelDeck-MF75;340.0;89.2;6.35;0.04;0.14
IfcPipeSegment;Bloco-B-16-L1-RAM-AQ;-;Laje-SteelDeck-MF75;340.0;89.2;9.15;0.04;0.14
IfcPipeSegment;Bloco-B-16-L2-RAM-AQ;-;Laje-SteelDeck-MF75;340.0;89.2;9.15;0.04;0.14
IfcPipeSegment;Bloco-B-16-L1-RAM-AF;-;Laje-SteelDeck-MF75;340.0;89.5;6.35;0.05;0.15
IfcPipeSegment;Bloco-B-16-L1-RAM-AF;-;Laje-SteelDeck-MF75;340.0;89.5;9.15;0.05;0.15
IfcPipeSegment;Bloco-B-16-L2-RAM-AF;-;Laje-SteelDeck-MF75;340.0;89.5;9.15;0.05;0.15
IfcPipeSegment;Bloco-B-16-CV;-;Laje-SteelDeck-MF75;352.17;90.5;6.35;0.1;0.2
IfcPipeSegment;Bloco-B-16-CV;-;Laje-SteelDeck-MF75;352.17;90.5;9.15;0.1;0.2
