Categoria;Elem_A;Elem_B;Penetracao_m;Centro;Novo_Programa
MEPxEstrut;IfcRoof:Cobertura-Piramidal-Onduline;IfcLightFixture:SPDA-CAPT-BOITE;0.05;[240.0, 175.0, 19.6];nao
